poi_id,poi_name,poi_type,address,lat,lng,description,vs_title,vs_addr,vs_tel,vs_lat,vs_lng,vs_content_id,vs_content_type,vs_firstimage,step2_status,step2_match_type,vs_admission_fee,vs_use_time,vs_holiday,vs_homepage,vs_foreign_languages,step2_detail_status,vs_matched,vs_admission_fee_text,vs_admission_fee_value,vs_admission_fee_free,vs_phone
POI_2ace1a03b9,Jangchung-dong Jokbal Alley (장충동 족발 골목),street,,,,,장충동 족발 골목,서울특별시 중구 장충단로 174 (장충동1가),,37.560291575,127.0058964795,699279.0,12.0,http://tong.visitkorea.or.kr/cms/resource/72/3589072_image2_1.jpg,success,exact_kor,,점포 별로 상이함,점포 별로 상이함,비짓서울 https://korean.visitseoul.net/restaurants,,success,True,,,,
POI_02a2b899b7,Namsangol Hanok Village (남산골한옥마을),tourist_spot,,,,,남산골한옥마을,서울특별시 중구 퇴계로34길 28 (필동2가),,37.5597775194,126.9932865315,126747.0,12.0,http://tong.visitkorea.or.kr/cms/resource/94/2932494_image2_1.bmp,success,exact_kor,,"- 하절기(04~10월) 09:00~21:00<br>
- 동절기(11~03월) 09:00~20:00","매주 월요일(단, 월요일이 공휴일일 경우 익일 휴관)",http://hanokmaeul.co.kr,['en'],success,True,,,,02-6358-5533
POI_643978ac1c,Sindang-dong Tteokbokki Town (신당동 떡볶이 타운),street,,,,,,,,37.5628915,127.0148396,,,,not_found,short_kor,,월요일: 24시간 영업 | 화요일: 24시간 영업 | 수요일: 24시간 영업 | 목요일: 24시간 영업 | 금요일: 24시간 영업 | 토요일: 24시간 영업 | 일요일: 24시간 영업,,https://me2.do/5kXNOTuI,,,False,,,,
POI_70ca7943ac,Dongdaemun Shopping Town (동대문 쇼핑타운),shopping,,,,,,,,37.5675841,127.0122873,,,,not_found,short_kor,,월요일: 24시간 영업 | 화요일: 24시간 영업 | 수요일: 24시간 영업 | 목요일: 24시간 영업 | 금요일: 24시간 영업 | 토요일: 24시간 영업 | 일요일: 24시간 영업,,,,,False,,,,
POI_b4ded8af36,DDP (Dongdaemun Design Plaza) (DDP),tourist_spot,,,,,동대문디자인플라자(DDP),서울특별시 중구 을지로 281 (을지로7가),,37.566107632,127.0095709797,2470006.0,12.0,http://tong.visitkorea.or.kr/cms/resource/06/3539606_image2_1.jpg,success,exact_eng,,"10:00~20:00<br>
※ 프로그램에 따라 일부공간 탄력운영",1월 1일 / 설·추석 당일<br>※ 시설 별로 상이하므로 자세한 사항은 홈페이지 참조,http://www.ddp.or.kr,,success,True,,,,02-2153-0000
POI_1d620a82a9,Dongdaemun Grilled Fish Alley (동대문 생선구이 골목),street,,,,,,,,37.5703088,127.0063607,,,,not_found,short_kor,,월요일: 오전 9:00 ~ 오후 10:00 | 화요일: 오전 9:00 ~ 오후 10:00 | 수요일: 오전 9:00 ~ 오후 10:00 | 목요일: 오전 9:00 ~ 오후 10:00 | 금요일: 오전 9:00 ~ 오후 10:00 | 토요일: 오전 9:00 ~ 오후 10:00 | 일요일: 오전 9:00 ~ 오후 10:00,,,,,False,,,,
POI_f8fb03d794,Namdaemun Market (남대문시장),shopping,,,,,남대문시장,서울특별시 중구 남대문시장4길 21,,37.5592467455,126.9776796357,132180.0,38.0,http://tong.visitkorea.or.kr/cms/resource/67/2612867_image2_1.jpg,success,exact_kor,,점포 별로 상이함,,http://www.namdaemunmarket.co.kr,,success,True,,,,02-753-2805
POI_4d2cc36893,Namdaemun Galchi-jorim Alley (남대문 갈치조림골목),street,,,,,남대문 갈치조림골목,서울특별시 중구 남대문시장길 16-17 (남창동),,37.5597300093,126.9769408005,748018.0,12.0,http://tong.visitkorea.or.kr/cms/resource/35/3082835_image2_1.png,success,exact_kor,,점포 별로 상이함,점포 별로 상이함,,,success,True,,,,
POI_0cd80a3e9c,Deoksugung Palace (덕수궁),history,,,,,국립현대미술관 덕수궁,서울특별시 중구 세종대로 99,,37.5657876002,126.9748047119,130173.0,14.0,http://tong.visitkorea.or.kr/cms/resource/04/2991504_image2_1.jpg,success,exact_kor,관람료의 경우 전시에 따라 달라질 수 있음으로 자세한 안내는 전시 소개 페이지 참고<br>※ 덕수궁 관람료는 별도<br>※ 무료관람 : 수요일/토요일 야간개장 무료 관람 시간 (18:00~21:00) / 매월 마지막 수요일 문화가 있는 날,,,국립현대미술관 http://www.mmca.go.kr,['en'],success,True,관람료의 경우 전시에 따라 달라질 수 있음으로 자세한 안내는 전시 소개 페이지 참고<br>※ 덕수궁 관람료는 별도<br>※ 무료관람 : 수요일/토요일 야간개장 무료 관람 시간 (18:00~21:00) / 매월 마지막 수요일 문화가 있는 날,0.0,True,02-2022-0600
POI_e53be2a250,Myeong-dong (명동),shopping,,,,,"가을 , 명동으로",서울특별시 중구 퇴계로 지하126 (충무로2가),02-2277-8971,37.5609633613,126.985959388,3021762.0,15.0,http://tong.visitkorea.or.kr/cms/resource/65/3559865_image2_1.png,success,exact_kor,,12:00~18:00,,,['en'],success,True,,,,02-2277-8971
POI_c2508d19fc,Euljiro Nogari Alley (을지로 노가리 골목),street,,,,,,,,37.5670951,126.9918948,,,,not_found,short_kor,,,,,,,False,,,,
POI_a6bd885b8f,Cheonggyecheon Stream (청계천),park,,,,,"겨울, 청계천의 빛",서울특별시 중구 태평로1가 1,02-904-1159,37.5691317067,126.9776154729,2785797.0,15.0,http://tong.visitkorea.or.kr/cms/resource/36/3567636_image2_1.jpg,success,exact_kor,,18:00~22:00,,http://www.seoulcl.kr/main/index.html,,success,True,,,,02-904-1159
POI_dc418f049b,Netmarble Game Museum (넷마블게임박물관),museum,,,,,,,,37.4799022,126.8952238,,,,not_found,,,월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 6:00 | 수요일: 오전 10:00 ~ 오후 6:00 | 목요일: 오전 10:00 ~ 오후 6:00 | 금요일: 오전 10:00 ~ 오후 6:00 | 토요일: 오전 10:00 ~ 오후 6:00 | 일요일: 오전 10:00 ~ 오후 6:00,,http://netmarblegamemuseum.org/,['en'],,False,,,,
POI_0ef206caca,The Hyundai Seoul (더현대서울),shopping,,,,,,,,37.5259162,126.9284926,,,,not_found,short_kor,,월요일: 오전 10:30 ~ 오후 8:00 | 화요일: 오전 10:30 ~ 오후 8:00 | 수요일: 오전 10:30 ~ 오후 8:00 | 목요일: 오전 10:30 ~ 오후 8:00 | 금요일: 오전 10:30 ~ 오후 8:30 | 토요일: 오전 10:30 ~ 오후 8:30 | 일요일: 오전 10:30 ~ 오후 8:30,,https://www.ehyundai.com/mobile/branch/DP/branch.do?branchType=10&branchCd=B00140000,,,False,,,,02-767-2233
POI_de45fbcefa,e-Sports Hall of Fame (e스포츠 명예의 전당),museum,,,,,,,,37.5754791,126.8897272,,,,not_found,short_kor,,월요일: 휴무일 | 화요일: 오전 11:00 ~ 오후 6:00 | 수요일: 오전 11:00 ~ 오후 6:00 | 목요일: 오전 11:00 ~ 오후 6:00 | 금요일: 오전 11:00 ~ 오후 6:00 | 토요일: 오전 11:00 ~ 오후 6:00 | 일요일: 오전 11:00 ~ 오후 6:00,,http://esportshistory.kr/,,,False,,,,070-4225-0975
POI_b1d280caaa,HiKR Ground (하이커 그라운드),tourist_spot,,,,,,,,37.5685891,126.9818622,,,,not_found,short_kor,,월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 8:00 | 수요일: 오전 10:00 ~ 오후 8:00 | 목요일: 오전 10:00 ~ 오후 8:00 | 금요일: 오전 10:00 ~ 오후 8:00 | 토요일: 오전 10:00 ~ 오후 8:00 | 일요일: 오전 10:00 ~ 오후 8:00,,https://english.visitkorea.or.kr/svc/sp/hikr,,,False,,,,02-729-9498
POI_8d2f0133dc,LoL Park (롤파크),tourist_spot,,,,,롤파크,서울특별시 종로구 종로 33 그랑서울 타워[1] 3층 롤파크,,37.5710121125,126.9814539585,2768087.0,28.0,http://tong.visitkorea.or.kr/cms/resource/30/3454730_image2_1.JPG,success,exact_kor,,,,https://www.leagueoflegends.com/ko-kr,,no_intro,True,,,,
POI_00e6dbfab5,Space K Seoul (스페이스K 서울),museum,,,,,스페이스K 서울,서울특별시 강서구 마곡중앙8로 32 (마곡동),,37.5611466793,126.8309874014,2782732.0,14.0,http://tong.visitkorea.or.kr/cms/resource/45/3589045_image2_1.jpg,success,exact_kor,"- 성인(20세이상) 8,000원<br>- 청소년(8~19세) 5,000원<br>- 미취학 3,000원<br>- 일반 단체 5,000원<br>- 청소년 단체 4,000원",월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 6:00 | 수요일: 오전 10:00 ~ 오후 6:00 | 목요일: 오전 10:00 ~ 오후 6:00 | 금요일: 오전 10:00 ~ 오후 6:00 | 토요일: 오전 10:00 ~ 오후 6:00 | 일요일: 오전 10:00 ~ 오후 6:00,,https://www.spacek.co.kr/,['en'],success,True,"- 성인(20세이상) 8,000원<br>- 청소년(8~19세) 5,000원<br>- 미취학 3,000원<br>- 일반 단체 5,000원<br>- 청소년 단체 4,000원",5000.0,False,02-3665-8918
POI_62f3e6825f,LG Arts Center (LG아트센터),tourist_spot,,,,,LG아트센터 서울,서울특별시 강서구 마곡중앙로 136 (마곡동),,37.5653406087,126.8294429794,130289.0,14.0,http://tong.visitkorea.or.kr/cms/resource/23/3437423_image2_1.JPG,success,exact_kor,공연 별로 상이함,,,"공식 홈페이지 https://www.lgart.com
공식 인스타그램 https://www.instagram.com/lgartscenter/",,success,True,공연 별로 상이함,,False,1661-0017
POI_000f9564e1,Gangseo Wetland Eco Park (강서습지생태공원),park,,,,,강서습지생태공원,서울특별시 강서구 양천로27길 279-23 (방화동),,37.5860879769,126.8171490732,809490.0,12.0,http://tong.visitkorea.or.kr/cms/resource/70/3526770_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://hangang.seoul.go.kr,,success,True,,,,
POI_6a3f32ada7,Magok Culture Street (마곡문화거리),street,,,,,,,,37.560906,126.8346805,,,,not_found,short_kor,,,,,,,False,,,,
POI_bf393cd8fc,National Gugak Center (국립국악원),tourist_spot,,,,,국립국악원,서울특별시 서초구 남부순환로 2364,,37.4778373158,127.0088596528,130124.0,14.0,http://tong.visitkorea.or.kr/cms/resource/46/3540546_image2_1.jpg,success,exact_kor,공연 별로 상이함,,,https://www.gugak.go.kr,,success,True,공연 별로 상이함,,False,02-580-3300
POI_8ba9ecfcd6,National Gugak Museum (국립국악박물관),museum,,,,,국립국악박물관,서울특별시 서초구 남부순환로 2364 (서초동),,37.4784066973,127.0090512856,130125.0,14.0,http://tong.visitkorea.or.kr/cms/resource/74/3540474_image2_1.jpg,success,exact_kor,무료,월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 6:00 | 수요일: 오전 10:00 ~ 오후 6:00 | 목요일: 오전 10:00 ~ 오후 6:00 | 금요일: 오전 10:00 ~ 오후 6:00 | 토요일: 오전 10:00 ~ 오후 6:00 | 일요일: 오전 10:00 ~ 오후 6:00,,http://www.gugak.go.kr,['en'],success,True,무료,0.0,True,02-580-3130
POI_3f9759d927,Baeknyeonok (백년옥),restaurant,,,,,백년옥,서울특별시 서초구 남부순환로 2407 (서초동),,37.4812481191,127.0137952186,2733856.0,39.0,http://tong.visitkorea.or.kr/cms/resource/37/2787337_image2_1.jpg,success,exact_kor,,월요일: 오전 10:00 ~ 오후 9:00 | 화요일: 오전 10:00 ~ 오후 9:00 | 수요일: 오전 10:00 ~ 오후 9:00 | 목요일: 오전 10:00 ~ 오후 9:00 | 금요일: 오전 10:00 ~ 오후 9:00 | 토요일: 오전 10:00 ~ 오후 9:00 | 일요일: 오전 10:00 ~ 오후 9:00,,https://baengnyeonok.modoo.at/,,success,True,,,,02-523-2860
POI_d1a4fa79e8,Encore Kalguksu (앵콜칼국수),restaurant,,,,,,,,37.4812624,127.0133931,,,,not_found,,,월요일: 오전 11:30 ~ 오후 9:30 | 화요일: 오전 11:30 ~ 오후 9:30 | 수요일: 오전 11:30 ~ 오후 9:30 | 목요일: 오전 11:30 ~ 오후 9:30 | 금요일: 오전 11:30 ~ 오후 9:30 | 토요일: 오전 11:30 ~ 오후 9:30 | 일요일: 오전 11:30 ~ 오후 9:30,,,,,False,,,,02-525-8418
POI_7c2c4b5f36,Hangaram Art Museum (예술의전당 한가람미술관),museum,,,,,,,,37.4803378,127.0142466,,,,not_found,short_kor,,,,https://www.sac.or.kr/site/main/content/hangaramGallery,,,False,,,,1668-1352
POI_a76d2b2b4c,Seoul Arts Center (예술의전당),tourist_spot,,,,,예술의전당,서울특별시 서초구 남부순환로 2406 (서초동),,37.480484313,127.0134702692,129747.0,14.0,,success,exact_kor,공연 별로 상이함,,,http://www.sac.or.kr,,success,True,공연 별로 상이함,,False,1668-1352
POI_4dbc1a9cbf,Seoul Calligraphy Art Museum (예술의전당 서울서예박물관),museum,,,,,,,,37.4782684,127.0120798,,,,not_found,short_kor,,,,,,,False,,,,02-580-1300
POI_d87b5ef9ff,Chungmuro Station (충무로역),tourist_spot,,,,,,,,37.560997,126.994728,,,,not_found,short_kor,,,,,,,False,,,,
POI_aaf8c1a4a6,Seoul Namsan Gugakdang (서울남산국악당),tourist_spot,,,,,서울남산국악당,서울특별시 중구 퇴계로34길 28 (필동2가),,37.5597775194,126.9932865315,407057.0,14.0,http://tong.visitkorea.or.kr/cms/resource/62/3556862_image2_1.jpg,success,exact_kor,공연 별로 상이함,월요일: 휴무일 | 화요일: 오전 9:00 ~ 오후 9:00 | 수요일: 오전 9:00 ~ 오후 9:00 | 목요일: 오전 9:00 ~ 오후 9:00 | 금요일: 오전 9:00 ~ 오후 9:00 | 토요일: 오전 9:00 ~ 오후 9:00 | 일요일: 오전 9:00 ~ 오후 9:00,,https://sgtt.kr/,['en'],success,True,공연 별로 상이함,,False,02-6358-5500
POI_c96c149806,piknic (피크닉),museum,,,,,올림픽공원피크닉장,서울특별시 송파구 올림픽로 424 (방이동),,37.5206092598,127.1150682209,2761797.0,12.0,http://tong.visitkorea.or.kr/cms/resource/93/3467493_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://www.ksponco.or.kr/,['en'],success,True,,,,02-410-1114
POI_bf52c63502,Mangwon Station (망원역),tourist_spot,,,,,,,,37.5554884,126.8998606,,,,not_found,short_kor,,,,,,,False,,,,
POI_cc9dfa4c84,Mangwon Market (망원시장),shopping,,,,,,,,37.5559018,126.9062854,,,,not_found,short_kor,,월요일: 오전 9:00 ~ 오후 9:00 | 화요일: 오전 9:00 ~ 오후 9:00 | 수요일: 오전 9:00 ~ 오후 9:00 | 목요일: 오전 9:00 ~ 오후 9:00 | 금요일: 오전 9:00 ~ 오후 9:00 | 토요일: 오전 9:00 ~ 오후 9:00 | 일요일: 오전 9:00 ~ 오후 9:00,,https://www.mangwonmarket.com/,,,False,,,,02-335-3591
POI_ad5845781d,Mangnidan Street (망리단길),street,,,,,,,,37.5535996,126.9059535,,,,not_found,,,,,,,,False,,,,010-9774-9968
POI_b19318d1be,Digital Media City (디지털미디어시티),tourist_spot,,,,,,,,37.5777446,126.8921565,,,,not_found,,,,,http://dmc.seoul.kr/,,,False,,,,
POI_f0d3706968,Watch a K-POP performance (K-POP 공연 관람),kpop_landmark,,,,,,,,37.5521499,126.922327,,,,not_found,short_kor,,,,https://www.instagram.com/kpop_stage__/?hl=ko,,,False,,,,02-6383-1003
POI_7ce7a07aa4,Dongmyo Station (동묘앞역),tourist_spot,,,,,,,,37.573246,127.016589,,,,not_found,short_kor,,,,,,,False,,,,
POI_f1478852ae,Dongmyo Flea Market (동묘벼룩시장),shopping,,,,,동묘벼룩시장,서울특별시 종로구 숭인동 102-8,,37.5732541699,127.0177144794,2765213.0,38.0,http://tong.visitkorea.or.kr/cms/resource/73/3571873_image2_1.jpg,success,exact_kor,,점포 별로 상이함,,https://korean.visitseoul.net,,success,True,,,,
POI_d9e46a39ee,Daehak-ro Retro Cafe (대학로 레트로 카페),cafe,,,,,,,,37.5818924,127.0016664,,,,not_found,short_kor,,월요일: 오전 10:00 ~ 오후 10:00 | 화요일: 오전 10:00 ~ 오후 10:00 | 수요일: 오전 10:00 ~ 오후 10:00 | 목요일: 오전 10:00 ~ 오후 10:00 | 금요일: 오전 10:00 ~ 오후 10:00 | 토요일: 오전 10:00 ~ 오후 10:00 | 일요일: 오전 10:00 ~ 오후 10:00,,http://hakrim.pe.kr/,,,False,,,,02-742-2877
POI_15306fee25,Dongdaemun Design Plaza (동대문디자인플라자),tourist_spot,,,,,동대문디자인플라자(DDP),서울특별시 중구 을지로 281 (을지로7가),,37.566107632,127.0095709797,2470006.0,12.0,http://tong.visitkorea.or.kr/cms/resource/06/3539606_image2_1.jpg,success,exact_kor,,"10:00~20:00<br>
※ 프로그램에 따라 일부공간 탄력운영",1월 1일 / 설·추석 당일<br>※ 시설 별로 상이하므로 자세한 사항은 홈페이지 참조,http://www.ddp.or.kr,,success,True,,,,02-2153-0000
POI_a0ad45fd30,Hongik Univ. (홍익대학교),tourist_spot,,,,,,,,37.5507563,126.9254901,,,,not_found,,,월요일: 오전 9:00 ~ 오후 5:30 | 화요일: 오전 9:00 ~ 오후 5:30 | 수요일: 오전 9:00 ~ 오후 5:30 | 목요일: 오전 9:00 ~ 오후 5:30 | 금요일: 오전 9:00 ~ 오후 5:30 | 토요일: 휴무일 | 일요일: 휴무일,,https://www.hongik.ac.kr/index.do,,,False,,,,02-320-1114
POI_1bf35cb5e1,Yeonnam-dong (연남동),street,,,,,연남동 공방거리,서울특별시 마포구 성미산로28길 18,,37.5623009774,126.9236205874,2500201.0,12.0,http://tong.visitkorea.or.kr/cms/resource/21/3550521_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://www.mapo.go.kr/site/culture,,success,True,,,,02-336-0802
POI_b6513a97fc,Gyeongui Line Book Street (경의선 책거리),street,,,,,,,,37.5562558,126.9292931,,,,not_found,short_kor,,월요일: 24시간 영업 | 화요일: 24시간 영업 | 수요일: 24시간 영업 | 목요일: 24시간 영업 | 금요일: 24시간 영업 | 토요일: 24시간 영업 | 일요일: 24시간 영업,,,,,False,,,,
POI_7ced01ad30,Mangwon-dong (망원동),street,,,,,망원동즉석우동 본점,서울특별시 마포구 동교로 83 (망원동),,37.5543072392,126.9111663928,2842851.0,39.0,http://tong.visitkorea.or.kr/cms/resource/47/2842847_image2_1.jpg,success,exact_kor,,월요일: 오전 11:00 ~ 오후 9:30 | 화요일: 오전 11:00 ~ 오후 9:30 | 수요일: 오전 11:00 ~ 오후 9:30 | 목요일: 오전 11:00 ~ 오후 9:30 | 금요일: 오전 11:00 ~ 오후 9:30 | 토요일: 오전 11:00 ~ 오후 9:30 | 일요일: 휴무일,,,,success,True,,,,02-336-1330
POI_b3b1f9107a,Seoul World Cup Stadium (서울월드컵경기장),tourist_spot,,,,,서울월드컵경기장,서울특별시 마포구 월드컵로 240 (성산동),,37.5683414708,126.8972867075,131712.0,28.0,http://tong.visitkorea.or.kr/cms/resource/97/1805797_image2_1.jpg,success,exact_kor,,월요일: 오전 9:00 ~ 오후 6:00 | 화요일: 오전 9:00 ~ 오후 6:00 | 수요일: 오전 9:00 ~ 오후 6:00 | 목요일: 오전 9:00 ~ 오후 6:00 | 금요일: 오전 9:00 ~ 오후 6:00 | 토요일: 오전 9:00 ~ 오후 6:00 | 일요일: 오전 9:00 ~ 오후 6:00,,https://www.sisul.or.kr/open_content/worldcup/,,no_intro,True,,,,02-2128-2002
POI_471caf584f,Haneul Park (하늘공원),park,,,,,,,,37.5674533,126.8854782,,,,not_found,short_kor,,,,,,,False,,,,02-300-5501
POI_8b1e915481,Jongno Area (종로구),tourist_spot,,,,,,,,37.5949159,126.977339,,,,not_found,short_kor,,,,,,,False,,,,
POI_2300d786eb,Euljiro Area (을지로),street,,,,,을지로 노가리골목,서울특별시 중구 을지로 129 을지로3가역 3호선,,37.5663295246,126.9926641809,2994062.0,12.0,http://tong.visitkorea.or.kr/cms/resource/53/2995253_image2_1.jpg,success,exact_kor,,점포 별로 상이함,점포 별로 상이함,,,success,True,,,,
POI_ca7613fad6,National Museum of Modern and Contemporary Art (국립현대미술관),museum,,,,,국립현대미술관 덕수궁,서울특별시 중구 세종대로 99,,37.5657876002,126.9748047119,130173.0,14.0,http://tong.visitkorea.or.kr/cms/resource/04/2991504_image2_1.jpg,success,exact_kor,관람료의 경우 전시에 따라 달라질 수 있음으로 자세한 안내는 전시 소개 페이지 참고<br>※ 덕수궁 관람료는 별도<br>※ 무료관람 : 수요일/토요일 야간개장 무료 관람 시간 (18:00~21:00) / 매월 마지막 수요일 문화가 있는 날,,,국립현대미술관 http://www.mmca.go.kr,['en'],success,True,관람료의 경우 전시에 따라 달라질 수 있음으로 자세한 안내는 전시 소개 페이지 참고<br>※ 덕수궁 관람료는 별도<br>※ 무료관람 : 수요일/토요일 야간개장 무료 관람 시간 (18:00~21:00) / 매월 마지막 수요일 문화가 있는 날,0.0,True,02-2022-0600
POI_5e9e509cc1,Seongsu-dong (성수동),street,,,,,성수동 수제화거리,서울특별시 성동구 성수동2가 289-30,,37.5444526709,127.0572144762,2650231.0,12.0,http://tong.visitkorea.or.kr/cms/resource/78/2933778_image2_1.bmp,success,exact_kor,,점포 별로 상이함,점포 별로 상이함,,,success,True,,,,
POI_cd0f9b574e,Lotte World (롯데월드),tourist_spot,,,,,레전드히어로즈 잠실롯데월드몰점,서울특별시 송파구 올림픽로 300 (신천동) 3층,,37.5141653654,127.1040749597,2946635.0,28.0,http://tong.visitkorea.or.kr/cms/resource/94/2947194_image2_1.jpg,success,exact_kor,,월요일: 오전 10:30 ~ 오후 10:00 | 화요일: 오전 10:30 ~ 오후 10:00 | 수요일: 오전 10:30 ~ 오후 10:00 | 목요일: 오전 10:30 ~ 오후 10:00 | 금요일: 오전 10:30 ~ 오후 10:00 | 토요일: 오전 10:30 ~ 오후 10:00 | 일요일: 오전 10:30 ~ 오후 10:00,,https://www.legendheroesjamsil.co.kr/,['en'],no_intro,True,,,,02-3213-4359
POI_f5d81b299f,Lotte World Mall (롯데월드몰),shopping,,,,,레전드히어로즈 잠실롯데월드몰점,서울특별시 송파구 올림픽로 300 (신천동) 3층,,37.5141653654,127.1040749597,2946635.0,28.0,http://tong.visitkorea.or.kr/cms/resource/94/2947194_image2_1.jpg,success,exact_kor,,월요일: 오전 10:30 ~ 오후 10:00 | 화요일: 오전 10:30 ~ 오후 10:00 | 수요일: 오전 10:30 ~ 오후 10:00 | 목요일: 오전 10:30 ~ 오후 10:00 | 금요일: 오전 10:30 ~ 오후 10:00 | 토요일: 오전 10:30 ~ 오후 10:00 | 일요일: 오전 10:30 ~ 오후 10:00,,https://www.legendheroesjamsil.co.kr/,['en'],no_intro,True,,,,02-3213-4359
POI_7958b0c8e2,Jamsil Hangang Park (잠실한강공원),park,,,,,잠실한강공원 잠실물놀이장,서울특별시 송파구 한가람로 65 (잠실동),,37.5176813118,127.0867514361,131318.0,28.0,,success,exact_kor,,월요일: 오전 9:00 ~ 오후 10:00 | 화요일: 오전 9:00 ~ 오후 10:00 | 수요일: 오전 9:00 ~ 오후 10:00 | 목요일: 오전 9:00 ~ 오후 10:00 | 금요일: 오전 9:00 ~ 오후 10:00 | 토요일: 오전 9:00 ~ 오후 10:00 | 일요일: 오전 9:00 ~ 오후 10:00,,https://hangang.seoul.go.kr,,success,True,,,,02-3780-0511
POI_195a2b8e71,Gangnam Station (강남역),tourist_spot,,,,,케미스트릿 강남역 페스티벌,서울특별시 서초구 서초대로77길 17 (서초동) (BLOCK 77),02-554-9795,37.4996073141,127.0257686102,3383832.0,15.0,http://tong.visitkorea.or.kr/cms/resource/64/3553464_image2_1.jpg,success,exact_kor,,13:00~21:00,,https://blog.naver.com/chemistreet_gangnam,,success,True,,,,02-554-9795
POI_7482f4c1e2,The War Memorial of Korea (전쟁기념관),museum,,,,,전쟁기념관,서울특별시 용산구 이태원로 29,,37.5373270838,126.9784385198,130431.0,14.0,http://tong.visitkorea.or.kr/cms/resource/29/3465929_image2_1.JPG,success,exact_kor,무료,월요일: 휴무일 | 화요일: 오전 9:30 ~ 오후 6:00 | 수요일: 오전 9:30 ~ 오후 6:00 | 목요일: 오전 9:30 ~ 오후 6:00 | 금요일: 오전 9:30 ~ 오후 6:00 | 토요일: 오전 9:30 ~ 오후 6:00 | 일요일: 오전 9:30 ~ 오후 6:00,,"전쟁기념관 http://www.warmemo.or.kr 
국가보훈처 현충시설 정보 서비스 http://mfis.mpva.go.kr/",['en'],success,True,무료,0.0,True,02-709-3114
POI_b4f9e4e4d5,Itaewon (이태원),street,,,,,명동에서 이태원까지 서울의 낭만을...,,,37.5635547287,126.9860954133,1951234.0,25.0,http://tong.visitkorea.or.kr/cms/resource/59/705259_image2_1.jpg,success,exact_kor,,월요일: 24시간 영업 | 화요일: 24시간 영업 | 수요일: 24시간 영업 | 목요일: 24시간 영업 | 금요일: 24시간 영업 | 토요일: 24시간 영업 | 일요일: 24시간 영업,,https://www.yongsan.go.kr/portal/main/contents.do?menuNo=200332,['en'],success,True,,,,
POI_da7791a694,Hannam-dong (한남동),street,,,,,한남동감자탕,서울특별시 용산구 대사관로 73 (한남동),,37.5334391449,127.0061833246,2855434.0,39.0,http://tong.visitkorea.or.kr/cms/resource/27/2855427_image2_1.jpg,success,exact_kor,,,,,,success,True,,,,02-790-8309
POI_03722f571a,Gyeongnidan-gil (경리단길),street,,,,,경리단길,서울특별시 용산구 이태원동 210-65,,37.538452116,126.987515439,2930839.0,12.0,http://tong.visitkorea.or.kr/cms/resource/85/3568185_image2_1.jpg,success,exact_kor,,상시 개방,,https://www.yongsan.go.kr/portal/main/contents.do?menuNo=200332,,success,True,,,,
POI_a102e1b607,Baekbeom Square Park (백범광장공원),park,,,,,,,,37.5548599,126.9792405,,,,not_found,short_kor,,월요일: 24시간 영업 | 화요일: 24시간 영업 | 수요일: 24시간 영업 | 목요일: 24시간 영업 | 금요일: 24시간 영업 | 토요일: 24시간 영업 | 일요일: 24시간 영업,,https://korean.visitseoul.net/attractions/%EB%B0%B1%EB%B2%94%EA%B4%91%EC%9E%A5%EA%B3%B5%EC%9B%90_/28656,,,False,,,,02-318-5284
POI_a0768d29ad,Hangang Parks (한강공원),park,,,,,광나루한강공원,서울특별시 강동구 선사로 83-106 (암사동) 83-106,,37.5500198634,127.1222639517,250252.0,12.0,http://tong.visitkorea.or.kr/cms/resource/11/3393811_image2_1.JPG,success,exact_kor,,상시 개방,연중무휴,https://hangang.seoul.go.kr/,,success,True,,,,02-3780-0501
POI_5cab1e0f0c,Bugak Skyway (북악스카이웨이),tourist_spot,,,,,,,,37.6015529,126.9806646,,,,not_found,short_kor,,월요일: 오전 11:00 ~ 오전 12:00 | 화요일: 오전 11:00 ~ 오전 12:00 | 수요일: 오전 11:00 ~ 오전 12:00 | 목요일: 오전 11:00 ~ 오전 12:00 | 금요일: 오전 11:00 ~ 오전 12:00 | 토요일: 오전 11:00 ~ 오전 12:00 | 일요일: 오전 11:00 ~ 오전 12:00,,http://tour.jongno.go.kr/tour/tour/indvdlz/view.do?nttId=33393&searchCnd=&searchWrd=&menuNo=2224&sdate=&edate=&viewType=3&preview=&groupId=&setCategory=&groupId=&campaignId=126&categoryId=&dongCode=&subway=&pageIndex=1&campaignId=126,,,False,,,,02-6951-3439
POI_54fb0e1c79,Seonyudo Park (선유도공원),park,,,,,,,,37.5431196,126.9001167,,,,not_found,short_kor,,,,,,,False,,,,
