poi_id,poi_name,poi_type,address,lat,lng,description,vs_title,vs_addr,vs_tel,vs_lat,vs_lng,vs_content_id,vs_content_type,vs_firstimage,step2_status,step2_match_type,vs_admission_fee,vs_use_time,vs_holiday,vs_homepage,vs_foreign_languages,step2_detail_status,vs_matched,vs_admission_fee_text,vs_admission_fee_value,vs_admission_fee_free,vs_phone
POI_53484ea429,Seoul Hall of Urbanism & Architecture (서울도시건축전시관),museum,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_518e179e82,Yangijae (양이재),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_997dd3186f,The Path of King Gojong (고종의 길),tourist_spot,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_b53abb152e,Ewha School (이화학당),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_8b63761da2,Chungdong First Methodist Church (정동제일교회),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_be87c807b1,Appenzeller Noble Memorial Museum (배재학당역사박물관),museum,,,,,배재학당역사박물관,서울특별시 중구 서소문로11길 19 (정동),,37.5638516791,126.9728160596,1198901.0,14.0,http://tong.visitkorea.or.kr/cms/resource/19/3533219_image2_1.jpg,success,exact_kor,무료,,,http://appenzeller.pcu.ac.kr,['en'],success,True,무료,0.0,True,
POI_07bbb6a9fd,National Museum of Korea (국립중앙박물관),museum,,,,,국립중앙박물관 전통염료식물원,서울특별시 용산구 서빙고로 137 (용산동6가),,37.5211706397,126.9791278024,1604580.0,12.0,http://tong.visitkorea.or.kr/cms/resource/52/3505552_image2_1.jpg,success,exact_kor,,07:00~22:00<br>※ 자세한 사항은 전화문의 요망,1월 1일 / 설·추석 연휴<br>※ 자세한 사항은 전화문의 요망,http://www.museum.go.kr,['en'],success,True,,,,
POI_c031e8f0a0,HYBE Headquarters (하이브 사옥),kpop_landmark,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_df81eb4372,Nodeulseom Island (노들섬),tourist_spot,,,,,노들섬,서울특별시 용산구 양녕로 445 (이촌동),,37.5177178854,126.9580520415,2638475.0,12.0,,success,exact_kor,,"[하절기(3월~10월)]<br>
- 화요일~금요일 10:00~21:00<br>
- 주말 및 공휴일 10:00~22:00<br>
[동절기(11월~2월)]<br>
- 화요일~일요일 10:00~20:00<br>
[야외공간] 상시 개방<br>
※ 개별시설마다 운영시간이 상이함",매주 월요일 / 1월 1일 / 설·추석,https://nodeul.org/,,success,True,,,,
POI_798a99bd2c,Bus (버스),tourist_spot,,,,,산리오 러버스 클럽,서울특별시 마포구 와우산로19길 18 (서교동),,37.5513716661,126.9221376978,2946240.0,38.0,http://tong.visitkorea.or.kr/cms/resource/62/2947662_image2_1.jpg,success,exact_kor,,,,,,success,True,,,,
POI_1a5bb84f24,Yeouido Hangang Park (여의도한강공원),park,,,,,여의도한강공원,서울특별시 영등포구 여의동로 330 (여의도동),,37.5263997727,126.9336095794,1059479.0,12.0,http://tong.visitkorea.or.kr/cms/resource/89/3544389_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://hangang.seoul.go.kr,,success,True,,,,
POI_eb4ac013d4,HIKR Ground (하이커 그라운드),kpop_landmark,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_ed7cba5a8b,Cheonggyecheon Berlin Plaza (청계천 베를린 광장),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_f9c6f99127,Heunginjimun (Dongdaemun) (흥인지문),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_fdd230052f,Dongdaemun Design Plaza (DDP) (동대문디자인플라자),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_b859a9c737,Gyeongbokgung Palace (경복궁),history,,,,,경복궁,서울특별시 종로구 사직로 161 (세종로),,37.5760836609,126.9767375783,126508.0,12.0,http://tong.visitkorea.or.kr/cms/resource/98/3487598_image2_1.jpg,success,exact_kor,,"[1월~2월/11월~12월]<br>
09:00~17:00 (입장마감 16:00)<br>
[3월~5월/9월~10월]<br>
09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)","매주 화요일 <br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,
POI_2fc6704523,National Museum of Korean Contemporary History (대한민국역사박물관),museum,,,,,대한민국역사박물관,서울특별시 종로구 세종대로 198 (세종로),,37.5741339024,126.977573668,1849416.0,14.0,http://tong.visitkorea.or.kr/cms/resource/89/3082989_image2_1.JPG,success,exact_kor,무료,,,http://www.much.go.kr,['en'],success,True,무료,0.0,True,
POI_b5e22277ea,Seoul City Hall (Seoul Gallery) (서울시청 서울갤러리),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_62722a5861,N Seoul Tower (N서울타워),tourist_spot,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_e0d2749eca,Yugilgak (유길각),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_0eb3886a72,Bicheondang (비천당),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_4b86b61e60,Daeseongjeon Area (대성전),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_4d26362a47,Ginkgo Tree (성균관 은행나무),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_3faa309b5a,Myeongnyundang (명륜당),history,,,,,성균관 명륜당,서울특별시 종로구 명륜3가,,37.5861522755,126.9957161181,3418283.0,12.0,,success,exact_kor,,"[3월~10월] 09:00~18:00<br>
[11월~2월] 09:00~17:00<br>",연중무휴,,['en'],success,True,,,,
POI_9571ef570b,Olympic Park (올림픽공원),park,,,,,올림픽공원 SK올림픽핸드볼경기장,서울특별시 송파구 올림픽로 424 (방이동),,37.5206092598,127.1150682209,3029091.0,28.0,http://tong.visitkorea.or.kr/cms/resource/78/3029078_image2_1.jpg,success,exact_kor,,,,https://www.ksponco.or.kr/olympicpark,['en'],no_intro,True,,,,
POI_0abd46af3d,Mongchontoseong (몽촌토성),history,,,,,몽촌토성,서울특별시 송파구 올림픽로 424,,37.5209871362,127.1229758237,127525.0,12.0,,success,exact_kor,,"[몽촌토성]<br>
- 도보, 자전거 05:00~22:00<br>
- 차량 06:00~22:00<br>
[몽촌역사관]<br>
- 09:00~18:00",연중무휴,http://korean.visitseoul.net/nature,['en'],success,True,,,,
POI_49e0b7f48e,Pungnaptoseong (풍납토성),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_e290ccfd8e,Gommal Bridge (곰말다리),tourist_spot,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_cb70f32356,Heunginjimun (흥인지문),history,,,,,흥인지문,서울특별시 종로구 종로 288 (종로6가),,37.5712209291,127.0097180432,126514.0,12.0,http://tong.visitkorea.or.kr/cms/resource/27/2536327_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,,['en'],success,True,,,,
POI_46bcd05111,Seoul City Wall Museum (한양도성박물관),museum,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_af6c0c05ff,Palgakjeong(Hongdeogi Field) (낙산공원 팔각정),park,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_f542e0f2bf,The top of Naksan(observatory) (낙산 정상 전망대),tourist_spot,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_13a724bd42,Naksan Exhibition Hall (낙산전시관),museum,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_b8936ce209,Hyehwamun Gate (혜화문),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_78aae841d7,Changdeokgung Palace (창덕궁),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,exact_kor,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_9a7c3843b8,Seonjamdanji (선잠단지),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_03e756caef,Gilsangsa (길상사),tourist_spot,,,,,길상사(서울),서울특별시 성북구 선잠로5길 68 (성북동),,37.5985980194,126.9939575925,128866.0,12.0,http://tong.visitkorea.or.kr/cms/resource/72/3376572_image2_1.jpg,success,exact_kor,,09:00~18:00,연중무휴,https://www.gilsangsa.or.kr/,,success,True,,,,
POI_09613efda3,Seoul Seonggwak (서울성곽),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_eec8342420,House of Yi Taejun (이태준 가옥),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_0e9c56e86b,Suyeonsanbang (수연산방),cafe,,,,,수연산방,서울특별시 성북구 성북로26길 8 (성북동),,37.5951067748,126.9948548318,1664105.0,39.0,http://tong.visitkorea.or.kr/cms/resource/81/3445681_image2_1.JPEG,success,exact_kor,,,,https://www.instagram.com/sooyeonsanbang,,success,True,,,,
POI_10a43ad2fd,Seolleung (선릉),history,,,,,뽕나무쟁이 선릉본점,서울특별시 강남구 역삼로65길 31 (대치동),,37.5032518068,127.0520161176,2870343.0,39.0,http://tong.visitkorea.or.kr/cms/resource/37/2870337_image2_1.jpg,success,exact_kor,,,,,['en'],success,True,,,,
POI_a7a40aa515,Jeongneung (정릉),history,,,,,서울 선릉과 정릉 [유네스코 세계유산],서울특별시 강남구 선릉로100길 1,,37.5074206801,127.0471803291,126525.0,12.0,,success,exact_kor,,06:00~21:00,매주 월요일,https://royal.khs.go.kr,['en'],success,True,,,,
POI_ff1dd800c1,Seoullo 7017 (서울로7017),street,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_d6f45456ea,Culture Station Seoul 284 (문화역서울284),museum,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_90713fd661,Sungnyemun Gate (숭례문),history,,,,,서울의 대문 숭례문과 그 주변의 사람들을 찾아,,,37.5599855058,126.9752992762,1951225.0,25.0,http://tong.visitkorea.or.kr/cms/resource/01/1945801_image2_1.jpg,success,exact_kor,,,,,['en'],success,True,,,,
POI_271bec298e,"Hanyangdoseong, the Seoul City Wall (한양도성)",history,,,,,한양도성 남산 도시 숲부터 남대문 시장까지,,,37.5516394747,126.9876206116,1951228.0,25.0,http://tong.visitkorea.or.kr/cms/resource/95/2526395_image2_1.jpg,success,exact_kor,,,,,['en'],success,True,,,,
POI_0d386fb86c,Seoul Station (서울역),tourist_spot,,,,,서울역사박물관,서울특별시 종로구 새문안로 55 (신문로2가),,37.5698981615,126.9707771853,130361.0,14.0,http://tong.visitkorea.or.kr/cms/resource/87/2661487_image2_1.JPG,success,exact_kor,무료,,,서울역사박물관 https://museum.seoul.go.kr,,success,True,무료,0.0,True,
POI_2e84810861,City Hall Main Building (서울시청 본관),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_94ab438c6b,City Hall Model (서울시청 모형),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_3d2f3244a6,Seoulim (서울림),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_38e6db92d4,Vertical Garden (수직정원),tourist_spot,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_8dfe91b0ed,Metaseosa (메타서사),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_80c4979ebc,Geoul Pond (거울못),park,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_570c7693d3,Cheongjajeong Pavilion (청자정),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_10d33005d7,Dragon Falls (미르폭포),park,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_6198c145b1,Bosingak Bell (보신각종),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_dd960d2220,Stone Buddha (석불),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_7485003f38,Pagoda Garden (석탑정원),park,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_316426484f,"Subway Line 3, Gyeongbokgung Station Exit 3 (경복궁역 3번 출구)",tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_e55ca45681,Tongui-dong Pine Tree Sites (통의동 백송터),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_fd9b87a877,Sangchonjae Hanok House (상촌재),history,,,,,상촌재,서울특별시 종로구 자하문로17길 12-11 (옥인동) 상촌재,,37.5819273005,126.9697547156,2993396.0,12.0,http://tong.visitkorea.or.kr/cms/resource/04/3056504_image2_1.jpg,success,exact_kor,,09:00~18:00,,https://www.jfac.or.kr,['en'],success,True,,,,
POI_311f38a4df,Ogin-dong Yun Family’s House (오인동 윤씨 가옥),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_48c61b59aa,Suseongdong Valley (수성동계곡),park,,,,,수성동계곡,서울특별시 종로구 옥인동 185-3 (옥인동),,37.5822799198,126.9631997475,2733962.0,12.0,,success,exact_kor,,상시 개방,연중무휴,https://korean.visitseoul.net/,,success,True,,,,
POI_f259703c2e,Yun Dong-ju’s Boarding House (윤동주 하숙집터),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_d1328af2c3,Park No-soo Art Museum (박노수미술관),museum,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_2da9ee8bee,Yi Sang-beom’s House (이상의 가옥),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_bd9cacd084,Noh Cheon-myeong’s House (노천명 가옥),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_54c2c53c88,I Sang’s House (이상의 집),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_51d62106ba,Geumcheongyo Market (금천교시장),street,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_fa7773f73b,Donhwamun-ro (돈화문로),street,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_dc63b3b320,"Donhwamun Gate, Changdeokgung Palace (창덕궁 돈화문)",history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_5645fa563b,Yulgok-ro (율곡로),street,,,,,율곡로,서울특별시 종로구 율곡로 (원남동) 일대,,37.5769838749,126.9944914897,250134.0,12.0,http://tong.visitkorea.or.kr/cms/resource/06/3568306_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,,,success,True,,,,
POI_e79a49ba4d,Seosulla-gil (서순라길),street,,,,,서순라길,서울특별시 종로구 종로 150-3 (종로3가),,37.5704207437,126.9942167014,3019162.0,12.0,http://tong.visitkorea.or.kr/cms/resource/56/3019156_image2_1.jpg,success,exact_kor,,상시,연중무휴,https://korean.visitseoul.net/,,success,True,,,,
POI_0f820b733d,Seoul Jewelry Industry Support Center (서울주얼리지원센터),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_96101352d1,"Oedaemun Gate, Jongmyo Shrine (종묘 외대문)",history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_9b8db60e41,Ikseon-dong Hanok Street (익선동 한옥거리),street,,,,,익선동 한옥거리,서울시 종로구 익선동,,37.5737675037,126.9901419773,2946228.0,12.0,http://tong.visitkorea.or.kr/cms/resource/22/2947522_image2_1.jpg,success,exact_kor,,,,,,success,True,,,,
POI_80ac075a72,Seoul Museum of History (서울역사박물관),museum,,,,,서울역사박물관,서울특별시 종로구 새문안로 55 (신문로2가),,37.5698981615,126.9707771853,130361.0,14.0,http://tong.visitkorea.or.kr/cms/resource/87/2661487_image2_1.JPG,success,exact_kor,무료,,,서울역사박물관 https://museum.seoul.go.kr,['en'],success,True,무료,0.0,True,
POI_4b00b1c75f,Gyeonghuigung Palace (경희궁),history,,,,,경희궁 흥화문,서울특별시 종로구 새문안로 55 (신문로2가),,37.5698981615,126.9707771853,1604784.0,12.0,http://tong.visitkorea.or.kr/cms/resource/55/3384855_image2_1.JPG,success,exact_kor,,09:00~18:00 (입장마감 17:30),매주 월요일 / 1월 1일,https://museum.seoul.go.kr,['en'],success,True,,,,
POI_3518a4791c,Donuimun Museum Village (돈의문박물관마을),museum,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_0bcfa77013,Gyeonggyojang House (경교장),history,,,,,서울 경교장,서울특별시 종로구 새문안로 29 (평동),,37.5681816549,126.9686079871,945824.0,12.0,http://tong.visitkorea.or.kr/cms/resource/70/3081470_image2_1.jpeg,success,exact_kor,,09:00~18:00 (입장 마감17:30),매주 월요일 / 1월 1일 / 공휴일,국가유산청 https://www.heritage.go.kr,['en'],success,True,,,,
POI_3ef5f516aa,Seoul City Wall (서울성곽),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_4ed5af89bd,Hong Nanpa’s House (홍난파가옥),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_217589dace,Site of General Gwon Yul’s House (권율장군집터),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_0c4436e5c0,Dongnimmun Independence Gate (독립문),history,,,,,독립문,서울특별시 서대문구 현저동,,37.5724532182,126.9595142504,127425.0,12.0,http://tong.visitkorea.or.kr/cms/resource/07/3530107_image2_1.JPG,success,exact_kor,,상시 개방,연중무휴,국가유산청 https://www.heritage.go.kr,['en'],success,True,,,,
POI_6b9abe2a29,Dongnipgwan Hall (독립관),history,,,,,독립관,서울특별시 서대문구 통일로 251 (현저동),,37.5746723659,126.9573421635,1828571.0,12.0,http://tong.visitkorea.or.kr/cms/resource/28/2413928_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://parks.seoul.go.kr,['en'],success,True,,,,
POI_4f9d3bb857,Seodaemun Independence Park (서대문독립공원),park,,,,,서대문독립공원,서울특별시 서대문구 통일로 251 (현저동),,37.5746723659,126.9573421635,128622.0,12.0,http://tong.visitkorea.or.kr/cms/resource/05/3590405_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://www.sdm.go.kr/culture,,success,True,,,,
POI_f7737ecc38,Geunjeongjeon Hall (근정전),history,,,,,경복궁,서울특별시 종로구 사직로 161 (세종로),,37.5760836609,126.9767375783,126508.0,12.0,http://tong.visitkorea.or.kr/cms/resource/98/3487598_image2_1.jpg,success,palace_fallback:경복궁,,"[1월~2월/11월~12월]<br>
09:00~17:00 (입장마감 16:00)<br>
[3월~5월/9월~10월]<br>
09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)","매주 화요일 <br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,
POI_75a482dd96,Gyeonghoeru Pavilion (경회루),history,,,,,경회루,서울특별시 노원구 동일로 1005 (공릉동),,37.6199803173,127.0745301956,2842443.0,39.0,http://tong.visitkorea.or.kr/cms/resource/38/2842438_image2_1.jpg,success,exact_kor,,,,,['en'],success,True,,,,
POI_8b683d2500,Hyangwonjeong Pavilion (향원정),history,,,,,경복궁,서울특별시 종로구 사직로 161 (세종로),,37.5760836609,126.9767375783,126508.0,12.0,http://tong.visitkorea.or.kr/cms/resource/98/3487598_image2_1.jpg,success,palace_fallback:경복궁,,"[1월~2월/11월~12월]<br>
09:00~17:00 (입장마감 16:00)<br>
[3월~5월/9월~10월]<br>
09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)","매주 화요일 <br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,
POI_a90d228188,Sinmumun Gate (신무문),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_f614b4c141,Cheongwadae Sarangchae (청와대 사랑채),museum,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_caa9ff396f,Changgyeonggung Palace Ticket Office (창경궁 매표소),tourist_spot,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_aef65d390c,Honghwamun (홍화문),history,,,,,창경궁 홍화문,서울특별시 종로구 창경궁로 185 (와룡동),,37.5789336838,126.9964634775,1605009.0,12.0,http://tong.visitkorea.or.kr/cms/resource/96/3384896_image2_1.JPG,success,exact_kor,,09:00~21:00 (입장마감 20:00),"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,
POI_1c659160e2,Myeongjeongmun (명정문),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_3c3d9c8d5b,Myeongjeongjeon (명정전),history,,,,,창경궁,서울특별시 종로구 창경궁로 185 (와룡동),,37.5789336838,126.9964634775,126511.0,12.0,http://tong.visitkorea.or.kr/cms/resource/94/3536794_image2_1.jpg,success,palace_fallback:창경궁,,09:00~21:00 (입장마감 20:00),"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_577295ec98,Munjeongjeon (문정전),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_fae7683aa4,Gyeongchunjeon (경춘전),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_9345c031d5,Tongmyeongjeon (통명전),history,,,,,창경궁,서울특별시 종로구 창경궁로 185 (와룡동),,37.5789336838,126.9964634775,126511.0,12.0,http://tong.visitkorea.or.kr/cms/resource/94/3536794_image2_1.jpg,success,palace_fallback:창경궁,,09:00~21:00 (입장마감 20:00),"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_47c3b27de2,Chungdangji (춘당지),park,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_23aa2014cf,Grand Greenhouse (대온실),tourist_spot,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_876369b5cf,Gwangtonggyo Bridge (광통교),history,,,,,광통교,서울특별시 종로구 서린동,,37.5691539885,126.9811151529,3094518.0,12.0,http://tong.visitkorea.or.kr/cms/resource/11/3094511_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,,['en'],success,True,,,,
POI_0faae0d129,Samilgyo Bridge (삼일교),tourist_spot,,,,,,,,,,,,,not_found,,,,,,,,False,,,,
POI_bc39d62a4d,Donhwamun (돈화문),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_a35167bace,Geumcheongyo Bridge (금천교),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_d9d6b43fd4,Injeongjeon (인정전),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_1137d2f091,Seonjeongjeon (선정전),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_f3f7dfada5,Huijeongdang (희정당),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_7fc3e526e9,Nakseonjae (낙선재),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,exact_kor,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,
POI_6c5a5d8875,Okcheongyo Bridge (옥천교),history,,,,,,,,,,,,,not_found,short_kor,,,,,,,False,,,,
POI_50c955cf41,Yeongchunheon (영춘헌),history,,,,,,,,,,,,,not_found,,,,,,['en'],,False,,,,
POI_0956a33f60,Site of Jagyeongjeon (자경전 터),history,,,,,경복궁,서울특별시 종로구 사직로 161 (세종로),,37.5760836609,126.9767375783,126508.0,12.0,http://tong.visitkorea.or.kr/cms/resource/98/3487598_image2_1.jpg,success,palace_fallback:경복궁,,"[1월~2월/11월~12월]<br>
09:00~17:00 (입장마감 16:00)<br>
[3월~5월/9월~10월]<br>
09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)","매주 화요일 <br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,
